topic_id,topic_label,social_class,rank,s3_theta_rank,theta,query
0,Text Summarization,Lower class,1,1.0,0.8151,create a three sentence description for a celestial inspired jewelry collection.
0,Text Summarization,Lower class,2,7.0,0.7766,create a three sentence description for a jewelry collection with pearls.
0,Text Summarization,Lower class,3,16.0,0.6662,Write me some lore for a celestial goddess called ophelia.
0,Text Summarization,Lower class,4,17.0,0.6662,"Hi, I'm going to ask you a question about the English Premier League"
0,Text Summarization,Lower class,5,24.0,0.7291,Please summarise the plot of the novel Anna Karenina without spoilers
0,Text Summarization,Lower class,6,25.0,0.6662,Please summarise the importance of Luebeck in the hanseatic league
0,Text Summarization,Lower class,7,34.0,0.6662,summarize the explanation in three sentences
0,Text Summarization,Lower class,8,38.0,0.6504,explain to my wife in bahasa the perils of sucking a straw hard after wisdom tooth surgery
0,Text Summarization,Lower class,9,44.0,0.6662,Can you provide a brief summary of a recent news article or current event?
0,Text Summarization,Lower class,10,,0.9292,"I’m on page “Britannia Bridge - Wikipedia” with “” selected.  Please summarise the selection using precise and concise language. Use headers and bullet-pointed lists in the summary, to make it scannable. Maintain the meaning and factual accuracy."
0,Text Summarization,Lower class,11,,0.6084,"I’m on page “Little Orme- Llandudno, Wales. (info in comments) : Panorama” with “Chapel: Ruins of Blessed Mary of Penrhyn chapel (abandoned in 1930) near Penrhyn Hall.         Catholic Printing: In 1587, Robert Pugh and Father William Davies used a cave to print Y Drych Cristianogawl, Wales’ first book, during anti-Catholic persecution.” selected.  Please summarise the selection using precise and concise language. Use headers and bullet-pointed lists in the summary, to make it scannable. Maintain the meaning and factual accuracy."
0,Text Summarization,Lower class,12,,0.5737,Help summarize articles
0,Text Summarization,Lower class,13,,0.5737,How to start a simple code for movement UE5
0,Text Summarization,Lower class,14,,0.5737,What are the main reasons that recycling rates are misleading- please give several short examples
0,Text Summarization,Lower class,15,,0.5737,give me an interest calculation summary
0,Text Summarization,Lower class,16,,0.5737,Can you summarize Nikola Tesla's greatest inventions to me?
0,Text Summarization,Lower class,17,,0.5737,"none, they were part of the survey to use them to see if I thought passages were written by AI or a person"
0,Text Summarization,Lower class,18,,0.5737,Make this a 4 sentence paragraph in simple terms
0,Text Summarization,Lower class,19,,0.5522,python code for tokenizing lexemes in a corpus
0,Text Summarization,Lower class,20,,0.5488,I need to replace an RV toilet--is the gasket between the toilet and the floor universal?
0,Text Summarization,Middle class,1,13.0,0.7291,Can you summarize the book Pride and Prejudice?
0,Text Summarization,Middle class,2,26.0,0.6662,History of the premier League
0,Text Summarization,Middle class,3,35.0,0.6662,Summarize all the audios in 3 sentences
0,Text Summarization,Middle class,4,47.0,0.6662,What was the significance of the Magna Carta in English history?
0,Text Summarization,Middle class,5,,0.8463,"Assess the readability of the Summary 2 in terms of ease of understanding and clarity. It could be unclear due to poor formatting, very technical or ambiguous language, use of very long or complex sentences, etc"
0,Text Summarization,Middle class,6,,0.6404,"an rewrite this in 1-2 sentences in my own words ""The primary goal of this experiment is to learn how to record measurements to the correct number of decimal places to reflect the accuracy of each instrument used. Thus, most of the credit for this experiment will be based on the accuracy and proper number of decimal places recorded for measurements and the proper use of significant figures when those measurements are used in subsequent calculations."""
0,Text Summarization,Middle class,7,,0.5737,can you summarise a brief history of time?
0,Text Summarization,Middle class,8,,0.5737,What's the latest news in technology?
0,Text Summarization,Middle class,9,,0.5737,Write a few sentences about fossiling
0,Text Summarization,Middle class,10,,0.5737,reoffending rates of prisoners
0,Text Summarization,Middle class,11,,0.5737,What is Easter island famous for
0,Text Summarization,Middle class,12,,0.5737,summarize in 5 sentences
0,Text Summarization,Middle class,13,,0.5737,language Translation
0,Text Summarization,Middle class,14,,0.5737,"In the paragraph you just wrote, replace then name Ann with Bruce"
0,Text Summarization,Middle class,15,,0.5737,shorten my paragraph
0,Text Summarization,Middle class,16,,0.5737,Summarize the article for me
0,Text Summarization,Middle class,17,,0.5737,Who is the fastest runner in the work and where from
0,Text Summarization,Middle class,18,,0.5522,She rubbed her nose roughly on her sleeve. Re-write this sentence without using the word roughly
0,Text Summarization,Middle class,19,,0.5522,Can you explain the details surrounding the assassination of U.S. President John F. Kennedy in 3 or more sentences
0,Text Summarization,Middle class,20,,0.5522,Does the Summary 2 mention any detail that is not present in the document and refer to external sources or general knowledge?
0,Text Summarization,Upper class,1,2.0,0.7766,Can you summarize the plot of Pride and Prejudice in under 200 words?
0,Text Summarization,Upper class,2,8.0,0.7766,replace the word paradigm with its synonyms in the essay
0,Text Summarization,Upper class,3,21.0,0.6662,rhyming and shape meaning
0,Text Summarization,Upper class,4,27.0,0.6662,Can you summarize the plot of The Great Gatsby?
0,Text Summarization,Upper class,5,49.0,0.6662,History of British prisoners in Colditz
0,Text Summarization,Upper class,6,,0.5737,The history of the BBBof C
0,Text Summarization,Upper class,7,,0.5737,history lessons
0,Text Summarization,Upper class,8,,0.5737,a prompt that asks to translate a sentence from English to Spanish
0,Text Summarization,Upper class,9,,0.5737,Summarise the following in 500 words or less
